Variant_A_Param_1,Variant_A_Param_2,Variant_B_Param_1,Variant_B_Param_2,Variant_A,Variant_B,Compared_Groups,Mean_Diff_B_minus_A,Median_Diff_B_minus_A,Min_Diff_B_minus_A,Max_Diff_B_minus_A,Mean_Pct_Diff_B_vs_A,Median_Pct_Diff_B_vs_A,Min_Pct_Diff_B_vs_A,Max_Pct_Diff_B_vs_A,Variant_B_Faster_Count,Variant_A_Faster_Count,Tie_Count
0.0,2000.0,0.0,4000.0,"(Param_1=0, Param_2=2000)","(Param_1=0, Param_2=4000)",60,0.0031925990761123096,0.007108950062053573,-0.025346287675263937,0.02240850576475037,4.037599669769979,9.379671928862237,-21.210737726780923,17.33684428708817,21,39,0
0.0,2000.0,2000.0,2000.0,"(Param_1=0, Param_2=2000)","(Param_1=2000, Param_2=2000)",60,-0.009626961218235048,-0.003648101295260317,-0.040997342657564634,0.00497269321212121,-8.315660734268663,-4.164868279908729,-31.472737698961318,3.6200100445782457,51,9,0
0.0,2000.0,2000.0,4000.0,"(Param_1=0, Param_2=2000)","(Param_1=2000, Param_2=4000)",60,0.0029331062803634902,0.006396599690677948,-0.027363369679487187,0.022379311963655252,3.7350826907842127,8.60465151125925,-23.872753576609476,16.995880776020424,21,39,0
0.0,4000.0,2000.0,2000.0,"(Param_1=0, Param_2=4000)","(Param_1=2000, Param_2=2000)",60,-0.012819560294347356,-0.011445536001398533,-0.027675153486075743,-0.005761740415783895,-11.85143143190645,-11.787080495411779,-16.99670252282784,-7.53607123552572,60,0,0
0.0,4000.0,2000.0,4000.0,"(Param_1=0, Param_2=4000)","(Param_1=2000, Param_2=4000)",60,-0.000259492795748819,3.278965882353574e-05,-0.007552406285714297,0.004294335742857119,-0.29016360462696367,0.040392042676412554,-8.86943891509857,5.346759516877091,29,31,0
2000.0,2000.0,2000.0,4000.0,"(Param_1=2000, Param_2=2000)","(Param_1=2000, Param_2=4000)",60,0.012560067498598537,0.010974586620621563,0.005191983501068392,0.02271605033389973,13.149881608449334,13.122317981412,6.559798718126955,18.37534304482811,0,60,0
