Filename,Param_1,Param_2,Param_3,Param_4,Param_5,Param_6,Param_7,Param_8,Tool,Polar Runtime,Average Time per Iteration,# Iterations,Time_Seconds
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_1.4444444444.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,1.4444444444,Golem,,,,313.9408
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_1.4444444444.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,1.4444444444,GSpacer,,,,316.1608
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,1.6666666667,Phaserr,,,,315.1682
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,1.6666666667,Spacer,,,,315.117
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,1.6666666667,Golem,,,,316.745
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_1.6666666667.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,1.6666666667,GSpacer,,,,315.32
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_1.8888888889.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,1.8888888889,Phaserr,,,,315.6142
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_1.8888888889.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,1.8888888889,Spacer,,,,317.8854
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_1.8888888889.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,1.8888888889,Golem,,,,316.2293
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_1.8888888889.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,1.8888888889,GSpacer,,,,316.1186
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_2.1111111111.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,2.1111111111,Phaserr,,,,314.9582
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_2.1111111111.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,2.1111111111,Spacer,,,,312.3016
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_2.1111111111.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,2.1111111111,Golem,,,,312.4506
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_2.1111111111.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,2.1111111111,GSpacer,,,,311.9187
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_2.3333333333.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,2.3333333333,Phaserr,,,,313.8178
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_2.3333333333.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,2.3333333333,Spacer,,,,316.5013
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_2.3333333333.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,2.3333333333,Golem,,,,314.3948
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_2.3333333333.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,2.3333333333,GSpacer,,,,314.7707
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_2.5555555556.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,2.5555555556,Phaserr,,,,315.9336
p_0.00_1000.00_5000.00_5000.00_1.5000_1000.00_1.00_2.5555555556.smt2,0.0,1000.0,5000.0,5000.0,1.5,1000.0,1.0,2.5555555556,Spacer,,,,318.2348
