Param_1,Param_2,Variant,Groups_Present,Mean_Avg_Iteration_Runtime,Median_Avg_Iteration_Runtime,Mean_Delta_From_Group_Mean,Median_Delta_From_Group_Mean,Mean_Delta_From_Fastest,Median_Delta_From_Fastest,Mean_Pct_Delta_From_Group_Mean,Median_Pct_Delta_From_Group_Mean,Mean_Pct_Delta_From_Fastest,Median_Pct_Delta_From_Fastest,Fastest_In_Group_Count,Fastest_In_Group_Percentage
0.0,2000.0,"(Param_1=0, Param_2=2000)",60,0.1027064335818501,0.09124925780662393,0.000875313965439813,-0.0031920625362671443,0.009825383653389683,0.003648101295260317,0.8102104555873864,-3.973810770407277,10.624871542255775,4.346079416703192,9,0.15
0.0,4000.0,"(Param_1=0, Param_2=4000)",60,0.10589903265796241,0.09372241032775265,0.004067913041552122,0.004026570541366535,0.013017982729501993,0.011445536001398533,3.9494092329240056,4.624607522324412,13.725683299245699,13.689459923595601,0,0.0
2000.0,2000.0,"(Param_1=2000, Param_2=2000)",60,0.09307947236361505,0.08211338611485042,-0.008751647252795234,-0.007404173321583406,0.00019842243515463543,0.0,-8.391463597666505,-7.82810511061725,0.19813357512696766,0.0,51,0.85
2000.0,4000.0,"(Param_1=2000, Param_2=4000)",60,0.1056395398622136,0.09277253262013571,0.0038084202458033034,0.004038289961343956,0.012758489933753173,0.010974586620621563,3.631843909155119,4.296401211479221,13.370481349654554,13.400230943816535,0,0.0
